Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,924;3;36;59
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;5,337;5;58,4;82
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,222;6;70,8;57
Pós-pago; ;Mediana;Samsung;Nenhuma;Qualidade do sinal;14,79;3;38,6;94
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;1,939;4;45,6;54
Pré-pago;Masculino;Terrível;Gradiente;Ferrocom;Maior cobertura;3,096;8;91,2;57
Pré-pago;Feminino;Terrível;Siemens;Mortinho;Qualidade do sinal;4,953;5;56,2;75
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;1,119;1;30,52;68
Pós-p ;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;5,19;2;30,52;78
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;7,632;7;82,4;93
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;2,271;5;55,4;67
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2,688;7;76,4;71
Pós-pago;Feminino;Mediana;Siemens;Cumbuca;Qualidade do sinal;8,757;5;62,4;70
Pré-pago;Feminino;Confiável;Ericsson;Nenhuma;Maior cobertura;1,608;4;53;66
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;2,574;2;32;71
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;1,288;1;30,52;59
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;5,535;2;32,4;78
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,627;3;41,8;51
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;6,108;7;82,4;54
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,778;5;64,6;84
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;4,374;6;67,6;63
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;5,286;7;81,6;82
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;29,604;6;71,8;93
Pré-pago;Masculino;Excelente;Gradiente;Nenhuma;Maior cobertura;1,839;3;38,8;65
Pós-pago;Feminino;So ;Samsung;Escuridão;Qualidade do sinal;4,086;5;55;79
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Tarifa menor;9,111;7;76,4;86
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,462;3;39,4;38
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,998;2;32,4;69
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;6,162;5;127,6;76
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;1,647;6;66,2;76
Pré-pago;Masculino;Confiável;Siemens;Ferrocom;Maior cobertura;5,535;4;53,6;56
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Tarifa menor;7,32;2;30,52;88
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;15,489;9;95;86
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4,77;3;41;80
Pré-pago;Masculino;Excelente;Samsung;Nenhuma;Maior cobertura;6,384;10;114;91
Pós-pago;Feminino;Sofrível;Samsung;Escuridão;Maior cobertura;1,794;6;65,6;83
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Qualidade do sinal;2,997;5;56,8;75
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Qualidade do sinal;3,849;3;42,8;83
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;33,102;8;92,4;109
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1,794;6;66,2;44
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,381;3;37;37
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,825;8;91,6;59
Pós-pago;Masculino;Confiável;Samsung;Mortinho;Qualidade do sinal;2,997;3;43;73
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;10,536;3;41,8;85
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;4,86;5;58,2;66
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;17,502;2;31,8;92
Pré-pago;Feminino;Terrível;Motorola;Escuridão;Maior cobertura;3,162;3;43;73
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;13,173;7;77,6;103
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;6,054;6;69,8;73
Pré-pago;Masculino;Terrível;Motorola;Escuridão;Maior cobertura;2,022;8;90,2;75
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;13,449;4;45,2;83
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;5,637;4;47,4;77
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,434;2;30,52;69
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;8,967;4;51;85
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Qualidade do sinal;12,543;4;47;83
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;3,927;7;76,4;75
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,416;6;66,2;56
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,477;6;66,2;57
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;13,449;6;67;84
Pós-pago;Masculino;Sofrível;Siemens;Mortinho;Tarifa menor;21,891;6;74,4;87
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;12,192;7;76,4;95
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Tarifa menor;9,399;10;109,6;96
Pós-pago;Feminino;Sofrível;Moto ;Nenhuma;Tarifa menor;13,08;4;49,4;98
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,149;4;53,4;57
Pós-pago;Masculino;Terrível;Gradiente;Cumbuca;Maior cobertura;3,438;4;49,2;88
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;7,887;7;78,4;73
Pré-pago;Masculino;Mediana;Ericsson;Mortinho;Maior cobertura;3,885;5;57;75
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,841;6;73,6;48
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,311;3;43,6;71
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;2,325;1;30,52;47
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Maior cobertura;3,657;8;89,4;68
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;9,993;5;61,6;71
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;1,905;7;81,4;72
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,792;3;44,4;68
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Maior cobertura;5,949;6;72,2;76
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;13,356;7;84,8;101
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Tarifa menor;7,017;4;54;84
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2,748;5;58,8;78
Pós-pago;Masculino;Confiável;Samsung;Ferrocom;Maior cobertura;1,929;0;30,52;75
Pré-pago;Feminino;Excelente;Siemens;Nenhuma;Maior cobertura;4,725;6;71;81
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,264;7;84,6;80
Pré-pago;Feminino;Excelente;Ericsson;Escuridão;Maior cobertura;3,162;5;55,6;248
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Qualidade do sinal;3,129;4;54,6;63
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1,773;5;60,2;84
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;3,231;3;41,4;75
Pós-pago;Masculino;Confiável;Samsung;Nenhuma;Qualidade do sinal;6,723;9;96;68
Pós-pago;Masculino;Confiável;Samsung;Nenhuma;Maior cobertura;3,732;7;80,4;70
Pós-pago;Masculino;Sofrível;Motorola;Nenhuma;Tarifa menor;16,743;8;94,8;92
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Qualidade do sinal;5,19;6;73;81
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;3,162;4;53;68
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;1,434;4;51;85
Pós-pago;Masculino;Mediana;Mo ;Nenhuma;Maior cobertura;6,219;6;72,6;78
Pré-pago;Masculino;Terrível;Samsung;Ferrocom;Qualidade do sinal;8,826;5;57;73
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4,77;6;68,6;85
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Maior cobertura;2,967;5;58,2;60
Pré-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;1,939;5;55,6;70
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;11,679;2;32,2;92
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;4,461;5;64;84
Pós-pago;Feminino;Excelente;Siemens;Escuridão;Maior cobertura;4,77;8;87,6;77
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;16,635;8;85;98
Pós-pago;Feminino;Excelente;Motorola;Mortinho;Maior cobertura;1,362;7;76,8;70
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;9,546;5;57,8;82
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;9,768;5;64,4;79
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;1,689;6;73,6;70
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;8,898;4;53,6;94
Pós-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,245;5;60,2;54
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;2,967;3;44,4;77
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;13,356;4;53,8;91
Pós-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;11,178;6;69,6;76
Pré-pago;Masculino;Confiável;Motorola;Nenhuma;Qualidade do sinal;11,262;8;85,4;72
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;19,917;9;100,4;98
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;12,72;4;48,8;100
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;7,506;6;65,4;82
Pós-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;1,398;5;62;81
Pós-pago;Masculino;Terrível; ;Nenhuma;Qualidade do sinal;14,397;5;56,8;89
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Maior cobertura;4,209;2;30,52;51
Pré-pago;Feminino;Sofrível;Samsung;Escuridão;Maior cobertura;6,666;9;104,4;68
Pós-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;5,19;4;47,4;67
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;14,205;4;46;92
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;8,484;2;30,52;65
Pré-pago;Masculino;Terrível;Motorola;Cumbuca;Maior cobertura;2,934;4;48;83
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;4,86;7;82;74
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,017;4;46,2; 
Pré-pago;Masculino;Confiável;Samsung;Nenhuma;Maior cobertura;1,491;5;60,4;63
Pré-pago;Femini ;Mediana;Samsung;Nenhuma;Maior cobertura;8,484;6;68,6;84
Pré-pago;Feminino;Terrível;Gradiente;Mortinho;Qualidade do sinal;3,885;5;56,2;77
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Qualidade do sinal;14,988;6;70,6;92
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,398;4;52,6;53
Pós-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;5,094;3;40;74
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;1,953;4;50,6;44
Pós-pago;Masc ;Terrível;Gradiente;Nenhuma;Tarifa menor;5,337;7;78,8;76
Pós-pago;Feminino;Excelente;Gradiente;Cumbuca;Qualidade do sinal;5,19;6;74,2;86
Pré-pago;Feminino;Excelente;Motorola;Ferrocom;Maior cobertura;4,86;6;69,8;76
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Tarifa menor;7,443;2;30,52;82
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;6,108;4;50,2;87
Pré-pago;Masculino;Confiável;Motorola;Nenhuma;Maior cobertura;1,689;3;37,6;47
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;20,643;6;69,4;94
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;4,044;6;69,2;54
Pós-pago;Masculino;Terrível;Siemens;Mortinho;Qualidade do sinal;12,279;7;79,8;95
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,104;6;72,8;73
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,271;5;55;84
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;1,032;1;30,52;50
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;9,471;7;83,2;83
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;10,773;4;50,6;83
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,196;7;82,6;78
Pré-pago;Feminino;Mediana;Ericsson;Mortinho;Maior cobertura;5,637; ;38;59
Pré-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;1,86;6;70;72
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;6,327;7;83,8;65
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Qualidade do sinal;3,546;8;86,6;95
Pós-pago;Feminino;Terrível;Gradiente;Cumbuca;Maior cobertura;2,022;4;49,2;82
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Qualidade do sinal;6,162;2;30,52;75
Pós-pago;Masculino;Sofrível;Ericsson;Nenhuma;Tarifa menor;10,224;4;45,4;60
Pré-pago;Masculino;Confiável;Motorola;Nenhuma;Maior cobertura;3,438;4;52,2;58
Pós-pago;Masculino;Terrível;Gradiente;Escuridão;Qualidade do sinal;6,495;7;83;90
Pós-pago;Feminino;Terrível;Gradiente;Escuridão;Maior cobertura;5,337;5;62,6;64
Pós-pago;Feminino;Terrível;Mot ;Nenhuma;Qualidade do sinal;9,18;3;44,6;81
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,491;2;30,52;51
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;3,696;7;76,6;74
Pós-pago;Masculino;Excelente;Samsung;Nenhuma;Qualidade do sinal;6,384;4;51,6;80
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,26;4;49,4;60
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;8,826;8;91,2;80
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Tarifa menor;18,858;5;62;82
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;1,998;2;31,2;98
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Qualidade do sinal;12,72;3;38,6;96
Pós-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;3,096;7;77;66
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;16,53;7;80,4;89
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;7,197;3;38,6;68
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,492;6;71,4;53
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,675;5;60;58
Pós-pago;Feminino;Confiável;Motorola;Escuridão;Qualidade do sinal;5,094;7;84,4;69
Pré-pago;Masculino;Confiável;Ericsson;Escuridão;Maior cobertura;6,219;5;64,2;59
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;2,904;4;52,2;88
Pós-pago;Feminino;Mediana;Samsung;Escuridão;Qualidade do sinal;5,535;9;97,4;82
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;8,484;6;69,6;77
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,614;5;55,2;88
Pós-pago;Masculino;Mediana;Samsung;Cumbuca;Qualidade do sinal;11,097;6;72;83
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;7,758;4;46,6;76
Pré-pago;Feminino; ;Samsung;Nenhuma;Tarifa menor;3,849;8;94,6;86
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Qualidade do sinal;8,619;4;45;77
Pós-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;11,847;7;75,2;71
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;14,013;9;98,4;88
Pré-pago;Masculino;Terrível;Gradiente;Escuridão;Tarifa menor;18,399;6;68;93
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Qualidade do sinal;6,219;6;67,8;75
Pós-pago;Feminino;Terrível;Ericsson;Cumbuca;Tarifa menor;4,503;4;52,6;87
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;4,635;6;66,2;100
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;2,145;2;30,52;64
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;1,416;3;41,6;76
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;26,202;7;82;107
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;8,757;5;64,4;70
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;31,482;1;30,52;93
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;4,908;2;34,6;81
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,144;5;56;50
Pr ;Masculino;Mediana;Samsung;Cumbuca;Qualidade do sinal;1,668;7;76;71
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Tarifa menor;16,32;5;64,2;109
Pré-pago;Feminino;Terrível;Motorola;Mortinho;Maior cobertura;5,286;5;57;73
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1,26;8;85,2;59
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Qualidade do sinal;1,998;9;101,6;73
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Qualidade do sinal;9,768;5;63;81
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;2,433;4;53,8;64
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;3,162;5;62;72
Pré-pago;Feminino;Excelente;Gradiente;Nenhuma;Maior cobertura;2,841;6;66,6;64
Pré-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;1,99;5;60;77
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,005;6;69,6;58
Pré-pago;Feminino;Sofrível;Samsung;Escuridão;Maior cobertura;2,352;6;66,4;83
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,815;4;46,6;59
Pré-pago;Feminino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1,675;1;30,52;68
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;3,51;5;63,4;69
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,26;5;55;41
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Tarifa menor;11,934;4;52,8;93
Pré-pago;Feminino;Confiável;Moto ;Mortinho;Maior cobertura;3,231;6;70;42
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;7,017;7;79,8;76
Pré-pago;Masculino;Mediana;Samsung;Cum ;Mai ;7,821;6;74,8;74
Pré-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;1,587;3;42;62
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;15,087;3;38,8;78
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5,844;4;52,6;82
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;4,209;6;68,6;76
Pré-pago;Masculino;Terrível;Siemens;Nenhuma;Qualidade do sinal;6,384;5;62;90
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;3,474;6;69,2;59
Pós-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;3,162;8;93,8;69
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Maior cobertura;4,086;4;51;39
Pós-pago;Masculino;Mediana;Ericsson;Cumbuca;Qualidade do sinal;2,517;6;66,2;81
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;5,484;6;70;66
Pós-pago;Masculino;Excelente;Samsung;Mortinho;Maior cobertura;2,298;4;54,4;69
Pré-pago;Masculino;Terrível;Motorola;Escuridão;Qualidade do sinal;4,815;8;88,6;86
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;3,063;5;60,8;85
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Maior cobertura;5,739;2;30,52;63
Pós-pago;Feminino;Excelente;Siemens;Nenhuma;Tarifa menor;12,192;5;61,6;77
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Qualidade do sinal;3,732;3;42,8;89
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;12,63;6;70,6;85
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,905;4;45;61
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;17,613;5;61,2;98
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;3,771;4;51,4;84
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,668;2;30,52;62
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;6,495;5;59,4;84
Pós-pago;Masculino;Sofrível;Samsung;Mortinho;Qualidade do sinal;14,691;6;74,8;88
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,9;5;61,6;57
Pré-pago;Feminino;Terrível;Samsung;Escuridão;Maior cobertura;2,967;5;56,8;73
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,839;2;30,52;64
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;10,854;9;101;109
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;13,263;2;30,52;98
Pós-pago;Feminino;Mediana;Ericsson;Cumbuca;Qualidade do sinal;4,593;5;57,8;83
Pós-pago;Feminino;Excelente;Siemens;Mortinho;Maior cobertura;2,661;4;45;53
Pós-pago;Feminino;Terrível;Motorola;Mortinho;Tarifa menor;10,536;5;63,4;88
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;2,811;8;93;56
Pós-pago;Masculino;Terrível;Samsung;Escuridão;Tarifa menor;15,591;5;58,4;90
Pré-pago;Masculino;Mediana;Gradiente;Mortinho;Qualidade do sinal;2,022;4;49,8;54
Pós-pago;Feminino;Terrível;Motorola;Mortinho;Tarifa menor;8,688;8;86,4;91
Pré-pago;Masculino;Sofrível;Ericsson;Mortinho;Maior cobertura;1,689;5;57,8;69
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;4,29;4;50,4;71
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1,393;5;59,8;48
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;3,03;5;58,6;66
Pré-pago;Femin ;Terrível;Gradiente;Cumbuca;Maior cobertura;5,385;3;44,4;75
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10,773;8;93,8;98
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Qualidade do sinal;7,632;7;75;79
Pré-pago;Masculino;Sofrível;Ericsson;Escuridão;Maior cobertura;1,884;2;34,6;61
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;1,492;6;67,4;49
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;12,63;7;76,8;83
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,393;3;40;59
Pré-pago;Feminino;Mediana;Motorola;Ferrocom;Maior cobertura;1,434;1;30,52;67
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;12,81;5;58,2;81
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Qualidade do sinal;13,824;4;53,4;91
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,566;7;75,6;65
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;1,527;5;56;59
Pós-pago;Masculino;Terrível;Siemens;Escuridão;Tarifa menor;6,957;9;100,6;90
Pós-pago;Fe ;Mediana;Motorola;Mortinho;Maior cobertura;3,585;7;82,8;81
Pós-pago;Feminino;Excelente;Gradiente;Ferrocom;Qualidade do sinal;2,487;6;70,4;71
Pós-pago;Feminino;Excelente;Samsung;Nenhuma;Qualidade do sinal;4,125;3;41,2;79
Pré-pago;Feminino;Sofrível;Siemens;Cumbuca;Maior cobertura;4,125;4;51,6;82
Pré-pago;Feminino;Terrível;Siemens;Mortinho;Qualidade do sinal;4,548;6;66,6;76
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;4,374;6;66;79
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;21,765;9;95,4;97
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;1,815;5;64,8;77
Pós-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;1,71;4;53;82
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,089;5;57,6;64
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,192;5;62;41
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,695;4;51,6;93
Pré-pago;Feminino;Excelente;Ericsson;Ferrocom;Maior cobertura;1,347;6;69;61
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,666;4;52;57
Pós-pago;Feminino;Sofrível;Siemens;Mortinho;Qualidade do sinal;7,32;6;74,2;80
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;4,044;7;77,2;66
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;2,46;8;94,2;67
Pré-pago;Masculino;Confiável;Siemens;Cumbuca;Maior cobertura;1,951;5;57,4;74
